uri,text,handle,labels,like_count,quote_count,repost_count,sentiment
at://did:plc:eqwmjtyvbbqrnqdxi2rie4vt/app.bsky.feed.post/3lbpsnpcub22e,I refuse to feel sorry for people who refuse vaccines,leahvavra.bsky.social,[],0,0,0,-0.5719
at://did:plc:44pdrzjhk3pkvytb4edh72xj/app.bsky.feed.post/3lbpsn3c5dc2s,I know he is wrong because he and his siblings had all their vaccines.,flokisteff.bsky.social,[],2,0,0,-0.4767
at://did:plc:vbp22zmhagfvoavtwtljudqg/app.bsky.feed.post/3lbpsllqxls23,I made a Threads account but didn't use it often. From the start I noticed they blocked topics like Covid and vaccines. I didn't trust them after that. I'd pay to keep this place safe. You're right- they will come for it.,dawnhulot.bsky.social,[],1,0,0,0.0765
at://did:plc:w7wq3mqjbfimkt474bk6mhcq/app.bsky.feed.post/3lbpsljhqt22j,"Hegseth not believing in the 2020 Biden win, not believing in vaccines, pushing a holy war, thinking women shouldn't be in combat and all his other unhinged thinking...along with paying off a rape victim & NDA is disqualifying.",karrieann.bsky.social,[],0,0,0,-0.7063
at://did:plc:lqwihsassnzkba6w2xamrga6/app.bsky.feed.post/3lbpskzxezs2x,"Well, ""vaccines cause more problems than they save lives"" has been tested repeatedly, ever since the first cow pox vaccinations (prior to Jenner who merely ""tested"" them) and found wrong.

Raw milk is healthier than pasteurized milk has also been tested in the wild and found wrong.
🤷‍♀️",carolannie.bsky.social,[],3,0,0,-0.5984
at://did:plc:6pdkh4dtmvivglcvoc5goeal/app.bsky.feed.post/3lbpsjmmhds2i,"In my view this ABC article is normalising the not normal.

RFJ jr has said ‘autism comes from vaccines’, which is not true.

www.abc.net.au/news/2024-11...",onearmbandito.bsky.social,[],0,0,0,-0.3252
at://did:plc:wztenre26jlpmz5up4u2qqu6/app.bsky.feed.post/3lbpsjiwprc2o,"I wish we could hate immigrants more and not waste any gaseous gold as I like to call it, on vaccines!!  My one accomplishment as president and I can't even brag!! So sad!! Bobby Jr makes me nervous!  He's batshit!!  Some say at batshit as little Donny's fiancé!!!",donaldjackasstrump.bsky.social,[],0,0,0,-0.6326
at://did:plc:xmo6okobotv7mgp3dybc4lik/app.bsky.feed.post/3lbpsj4lick23,Trudeau procurement team could not procure enough vaccines and declared that mixing is fine and they will consider you fully vaccinated if you MIX them. Why weren't YOU asking them about THEIR research doctorate on the topic of vaccine mixing ? They covered up a political blunder and U ate it,thenightfairy.bsky.social,[],0,0,0,0.2023
at://did:plc:7cph4ctjn4aoumenfvojhivm/app.bsky.feed.post/3lbpsigg35224,Tells black kids to build immunity to racism. Also thinks vaccines don't work. Building immunity is exactly how vaccines work...,doublefelix.bsky.social,[],2,0,0,-0.6249
at://did:plc:sd4e5w2wwaagsnv5cfzxhp3j/app.bsky.feed.post/3lbpsi7ghuc2z,"Interesting.  He doesn't  believe in Covid or Flu or Measles vaccines, which actually create immunity, but he believes in an imaginary racism vaccine.",hittielove.bsky.social,[],0,0,0,-0.7227
at://did:plc:rvun3vqvjmxrlc4ltrq2mzd7/app.bsky.feed.post/3lbpsi2amak2a,"Crosby, Happy and Babka getting their physical exams, bloodwork and vaccines today. I miss my veterinary colleagues, but I’m grateful for retirement. #veterinarymedicine #retiredveterinarian",stevash.bsky.social,[],1,0,0,0.7227
at://did:plc:r53jauxwrr3vzfqvofoombbw/app.bsky.feed.post/3lbpsgkb4is2c,"Vaccines can also prevent continuing suffering … thankful I was born when I was, automatically vaccinated -a close relative, a few years older, was not so lucky (vaccination not available for them). Measles at age 3 caused them brain damage and they live their life with a significant disability…",amazedbythislyfe.bsky.social,[],4,0,2,-0.5627
at://did:plc:ljw7u5sxgnwrqjtjq6g7nzfb/app.bsky.feed.post/3lbpsg72a4s2o,"Conversation I had with a neighbour this morning:
Me: I got my 'flu shot and COVID vaccine the other day
Neighbour: I wish people would stop doing that
Me: What?
Neighbour: Getting that COVID shot. It's poison.
She doesn't 'believe in' flu shots either.
Another person I can't talk to about vaccines",alwaysvote.bsky.social,[],0,0,0,-0.5293
at://did:plc:azwovlmdykdgmemqhn4ku477/app.bsky.feed.post/3lbpsfnomtc2l,I got the flu and COVID vaccines today.🥰,megchase.bsky.social,[],1,0,0,0.6908
at://did:plc:ztdugqqkec4ghmpafqfzan3r/app.bsky.feed.post/3lbpsaodsps2y,"MAGA bites back!
Trump fans revolt over “slap in the face”
His pick for Surgeon General comes right from his TV
Fox News contributor Nesheiwat right from central casting
Truth Social explodes over her support of COVID vaccines
#TraitorTrump

#ProudBlue  #BlueCrew

www.rawstory.com/trump-fans-u...",newshound411.bsky.social,[],7,1,4,0.6476
at://did:plc:jcb2v2tzl73dhjnxw7qj5vxi/app.bsky.feed.post/3lbps72zxns2q,"The people that need to hear this won’t care. They are adamantly against vaccines, science, and facts.",blandpotato.bsky.social,[],0,0,0,0.4939
at://did:plc:j4w7t3f7tsqy5kvnzminnkyg/app.bsky.feed.post/3lbps6fbgls2m,"Re: Covid Vaccines 

This image doesn’t address WHY these individuals who died didn’t have the vaccine. 

Was it due to anti-vax propaganda? Did they not have easy access to be vaccinated? Were they not vaccinated for another reason?",lesliepinya.bsky.social,[],0,0,0,-0.8199
at://did:plc:v6mdj6n55tfoskxa6e2zjau2/app.bsky.feed.post/3lbps632ufk25,I’d love to discuss. Do you want to discuss one specifically or all vaccines in general?,usdhhs.bsky.social,[],0,0,0,0.6705
at://did:plc:6y2b4lqfw2j3oyycegx3ey7q/app.bsky.feed.post/3lbps4fwwws2g,"The #BrokenPost is no better, calling them ""largely untested."" No, they are dangerous, science-denying toadies of an authoritarian.",jeffjarvis.bsky.social,[],53,0,11,-0.6711
at://did:plc:tlug7vxu6radguxjfco67sy5/app.bsky.feed.post/3lbprzyjask26,"Covid, flu, and pneumonia vaccines done. Countdown to when I maybe start feeling like ass. Working from home tomorrow just in case.

But now I’m more ready for my MS infusions to fuck up my immune system.",cubeishorse.bsky.social,[],4,0,0,-0.0799
at://did:plc:rbj3vxvl4kbks53oggr7zrla/app.bsky.feed.post/3lbpryxbxg22j,"Forced vaccinations? Take that up with your then president Trump who you voted for AGAIN so you must not have had too many objections about it. You DO know that it was him that fast tracked those vaccines to be ready BEFORE he left office, right?",lrukiddnme1960.bsky.social,[],2,0,0,-0.2168
at://did:plc:lungshfnvh5mvliylijm76hn/app.bsky.feed.post/3lbprytqngs25,"Stream may be a bit delayed, went shopping for thanksgiving dinner stuff, noticed they did covid vaccines here, and took the time to get mom a shot, but the paperwork took way longer than expected",lloydtavner.bsky.social,[],6,0,1,-0.1154
at://did:plc:tmziqgwkx7dcwunc46d273cb/app.bsky.feed.post/3lbprybnsy223,"This is reflected in the change in the US childhood mortality rate over time.  (See chart below.) Biggest factors:  civil engineering (sewer & sanitation systems), germ theory, antibiotics, and vaccines.",elijahplovejoy.bsky.social,[],4,0,1,0.0
at://did:plc:vfxhfri2tilu75lugq45f5te/app.bsky.feed.post/3lbprxstgcs2d,"Cases = Expenses
Whether it's a parent needing time off work to stay home with a sick kid, possible hospitalizations for really sick kids. Then the complications, like my neighbor kid who got measles & mumps together and went profoundly deaf for life. 
Vaccines do wonders.",dawgmother.bsky.social,[],0,0,0,-0.659
at://did:plc:bderxazan6odzvzdatceyqky/app.bsky.feed.post/3lbprwgox3s22,"CVS called me, long time customer, and told me they had Whooping Cough and Covid vaccines available.  I was there 2 days later!  I haven't been sick in 5 winters, and I am a unhealthy 72 yr old living in the desert.",audrox.bsky.social,[],0,0,0,-0.2477
at://did:plc:nafelpzskml5ghu3773fcub5/app.bsky.feed.post/3lbprviio722b,Forced vaccines say you’re lying.,blacktrans-pan.bsky.social,[],0,0,0,-0.7506
at://did:plc:7pobd2bbllojuuf6em6dv3bi/app.bsky.feed.post/3lbpru76sfc2u,"I wonder how man doctors just don't prompt for vaccines anymore until they learn that that particular patient isn't going to turn into a rage-monster about ""poison in my veins"".",hellsop.ninehells.com,[],1,0,0,-0.5423
at://did:plc:6biwbmucvprgk2v5zsanuhbg/app.bsky.feed.post/3lbpru5kogc2m,The lack of smarts this shows hurts my brain. It's nuts. From a logical standpoint vaccines are necessary. We need to legally be allowed to fix stupid.,medusadyo.bsky.social,[],0,0,0,-0.7964
at://did:plc:zzwrvip4ixwgs47fgmkkznpu/app.bsky.feed.post/3lbprtfsxus2c,This is unbelievable to me. My son born in ‘68 (in California) had every vaccine. Kids also weren’t allowed to attend school by law w/out vaccines and current boosters. The school kept records.,ileft.bsky.social,[],2,0,0,0.2023
at://did:plc:3ett3lvavjamlyc6golpl55h/app.bsky.feed.post/3lbprso7zoc2y,Ok this is both funny and kinda accurate to how vaccines do work,hopbrand.bsky.social,[],1,0,0,0.6249
at://did:plc:xvdrlsli2ukjj2jwyjsembpc/app.bsky.feed.post/3lbprq4solc2y,"When I was growing up my older cousin's body was mangled from having polio. He was in a wheelchair, followed by braces, followed by crutches. He died young. My generation was fortunate we had the polio vaccine. Anyone who saw what it did to kids wouldn't be so quick to oppose vaccines.",shosho63.bsky.social,[],3,0,0,-0.0
at://did:plc:cpsf4xa5xt5omxiiqm5xzyi4/app.bsky.feed.post/3lbprnvfdps24,Just got 3 vaccines at once and I feel like fuck,spofmortem.bsky.social,[],1,0,0,-0.25
at://did:plc:sb2z4syyathqejkujud4ydor/app.bsky.feed.post/3lbprnh3xy22w,The number of times I’ve been called a snowflake or accused of crying Liberal tears because of politics or vaccines etc yet the right have a conniption after a few months. They’re such uneducated melts.,theouroboros36.bsky.social,[],1,0,0,-0.7096
at://did:plc:dbxh3pylq6r2m25okyziqslr/app.bsky.feed.post/3lbprmyig2s2x,"If anyone wants any Christmas present ideas for my newborn son, might I suggest a stockpile of vaccines before the worm in RFK Jr's head tells him to burn all doctors for heresy?",captaintrip.bsky.social,[],2,0,0,0.0
at://did:plc:g3pqskx4wnou6ksucc7p6eg2/app.bsky.feed.post/3lbprmo26qs2c,"This is a superb example of why RFK Jr would be a catastrophe as Secretary of HHS! He wants to withdraw FDA approval from all vaccines. 
We absolutely CAN'T go back to the days of virulent pandemics that we experienced before vaccines were prevalent.",jimforrest.bsky.social,[],16,1,6,-0.2942
at://did:plc:miecs3im7c6rd3z36iczc5bn/app.bsky.feed.post/3lbprkho4ds2q,A graphic illustration of why vaccines are so essential. The success of vaccination in preventing human misery and death has allowed some to forget how miraculous and essential they are.,jungledoc.bsky.social,[],2,0,0,-0.6845
at://did:plc:oz6zlgisnbxyfgh2g5k4vjbd/app.bsky.feed.post/3lbprk763bc2k,What were about to do is put our children at risk for viruses that we eradicated with vaccines years ago by allowing someone who knows NOTHING about medicine to be in charge of anything to do with healthcare.,galekrn.bsky.social,[],0,0,0,-0.2732
at://did:plc:bairtlbo52sykzr2ebbnwzj4/app.bsky.feed.post/3lbprih7v522g,"I'm getting my flu and covid vaccines Monday morning, before vaccines go the way of the dodo...",unkfrank.bsky.social,[],0,0,0,-0.3818
at://did:plc:7vrcvveelyq2qyrczwys3fto/app.bsky.feed.post/3lbprgqavzk2p,"1-My theory is “these Repuglicans” are moving toward designed “natural” selection. For all but themselves. When civilizations have better medical care like vaccines, they start to thrive & build a stronger culture. 
Repuglicans want to make & keep people struggling. This isn’t unheard of in history",purplehoorean.bsky.social,[],1,0,1,0.9109
at://did:plc:3245pl2fhvk4y2khhfughxon/app.bsky.feed.post/3lbprggifzk26,"Also, he is against tariffs and is against some vaccines especially for children.

*Face The Nation.",honeywhite2024.bsky.social,[],0,0,0,0.0
at://did:plc:6bqenx4e7rwnetmmax7ammhv/app.bsky.feed.post/3lbprehql2c24,"Russia and China control the media, which allows them to stop conspiracy theories and get their population to take the vaccines.

Whilst they use our press freedoms to spread conspiracy and spread doubt and fear.",scook2003.bsky.social,[],0,0,0,-0.91
at://did:plc:q4qu6phndoo4jzcweyaketdz/app.bsky.feed.post/3lbpredlq322g,"Two reasons for me are hoardes of bad actors joining up and seeing so many other recent arrivals saying they are slow or hesitant to block or ""someone tried to get me to block them for 3 days, but I didn't let him win."" Blocks are like masks or vaccines; use them to assist others, not just yourself.",iommismom.bsky.social,[],8,0,1,-0.8342
at://did:plc:ls5jzqlpe7q7bb5itopte3pg/app.bsky.feed.post/3lbpre5bw2s2e,"Bachelor´s in biological sciences and currently in molecular biology master`s program. love vaccines, statistics, studies/metas, etc. Is this good enough?",thedhp.bsky.social,[],1,0,0,0.8213
at://did:plc:yd3nj642lteti6p2krwt2asl/app.bsky.feed.post/3lbprdhh7o22n,"What Tyranny are you talking about. Limiting free speech, or the murder of millions of unborn babies, or the forced shutdown of businesses and forced vaccines on the American Citizen and countless other laws or mandates on people. Is this the Tyranny you speak of?",liberty911.bsky.social,[],0,0,0,-0.8126
at://did:plc:bhyjwggmnkzn6s2us36kle2w/app.bsky.feed.post/3lbprcfp2ac2f,"It’s crazy to me that in college we all had to take scientific inquiry where we learned how vaccines work & the science behind climate change, amongst other things, yet people still walked away as anti-vaxxers & climate deniers. I’m especially baffled at the people who got an A & still didn’t learn?",kaitwatso.bsky.social,[],0,0,0,-0.5423
at://did:plc:wurfnqoxgmj5rqn3332bxmqd/app.bsky.feed.post/3lbpr7zwwx226,"I am so sick of this guy, a lie after another lie and MAGA put their lives on this kind of nonsense. I wish they never leave their cave and they will never have to worry about vaccines! Problem solved. There is no cure for stupidity!",colorpanda.bsky.social,[],0,0,0,-0.8506
at://did:plc:ls5jzqlpe7q7bb5itopte3pg/app.bsky.feed.post/3lbpr6xibs22e,"With RFK at the head of health-related agencies, are we gonna have to go through the same extenuating process we went through during the covid-19 pandemic, of having to explain over and over again about vaccines and medication?
#science #covid #RFK #health #scientist #vaccines #covid-19 #USA #US",thedhp.bsky.social,[],0,0,0,0.0
at://did:plc:jcqcsatdfuuxnv44ahz32sn5/app.bsky.feed.post/3lbpr6ghgak2d,"Maybe anyone else want to watch this - of course vaccines are useful- but this doesn't mean we are safe now

My approach:
vaccine protection is the last layer to use- first layers are: #AirQuality
#CleanAir #hygiene
#tests
#CO2_MONITORING
#KN95
especially in #healthcare 

Polybio.org",sourcecontrol.bsky.social,[],0,0,0,0.714
at://did:plc:y7hjkdwgonjq6anqgxjgmuec/app.bsky.feed.post/3lbpr4ukbts2r,"With the invention of mRNA vaccines there are less allergic reactions now.  However they are not totally without issues - there is the post‐vaccination myocarditis and/or pericarditis issue in 16-21 year males at 8-16 per 100,000.  But COVID’s causes this also as a cause of death.  Can be treated",james-thomasson96.bsky.social,[],0,0,0,-0.7785
at://did:plc:6jpddt6cas3gdgp2t775qsah/app.bsky.feed.post/3lbpr4tcu4s2i,Still not acceptable. A reasonable leader would have said “we might have vaccines mandate and we might not”,polisciryerson8.bsky.social,[],0,0,0,-0.2411
at://did:plc:zx42aqohgzscqaasef4mvk4p/app.bsky.feed.post/3lbpr4mg3oc2y,Will vaccines become black market drugs?,mplspat2.bsky.social,[],0,0,0,0.0
at://did:plc:xmo6okobotv7mgp3dybc4lik/app.bsky.feed.post/3lbpr3gcywk23,"They didn't. The world had already developed vaccines at the time, yet Trudeau still forced COVID shutdowns & moronic requirements of tests before entering the country. It was moronic for mere travelers, even more so for truckers. Nobody tried to take over the government, they protested policies",thenightfairy.bsky.social,[],0,0,0,-0.8979
at://did:plc:vh3rpwuivt4sm3o2m477gh2z/app.bsky.feed.post/3lbpqzjm6z22k,Check with your Primary MD to see what vaccines you need. It’s not just flu and COVID. Tetanus boosters are very 10 yrs. Pneumococcal pneumonia age has dropped from 65 to 50. Shingles is a 2 dose process so get started on your 1st now. Restock up on KN95 masks. Those are the only ones that protect U,oneserenitynow.bsky.social,[],6,0,2,0.5837
at://did:plc:cuaknsicwhhnjzm6e7xw55kw/app.bsky.feed.post/3lbpqxc5sx22m,I have received some 'delightful' direct messages sent to me after my BBC article about manufacturing vaccines was published in 2020...,peterrayallison.bsky.social,[],0,0,0,0.5859
at://did:plc:lza2b37z325w75ax735jvazk/app.bsky.feed.post/3lbpqx7n6uk23,Maybe there is still hope if that cult refuses the use of vaccines and eventually fail to exist !,mazza77.bsky.social,[],0,0,0,-0.2244
at://did:plc:undfoefjoeaxtexk2hahbt6u/app.bsky.feed.post/3lbpqwwrawk2g,"The coming Trump administration believes that because a disease is no longer virulent, then we don't need vaccines or preventatives anymore. Dangerous idiots.
It's ""like throwing away your umbrella in a rainstorm because you are not getting wet.” - RB Ginsburg",elizabethmirra.bsky.social,[],1,0,0,0.0511
at://did:plc:undfoefjoeaxtexk2hahbt6u/app.bsky.feed.post/3lbpqvpmmx22g,"The coming Trump administration believes that because a disease is no longer virulent, then we don't need vaccines or preventatives anymore. Dangerous idiots.
It's ""like throwing away your umbrella in a rainstorm because you are not getting wet.” - RB Ginsburg",elizabethmirra.bsky.social,[],0,0,0,0.0511
at://did:plc:5a3rhnzfrficqwtodfibrbqh/app.bsky.feed.post/3lbpqtigrds2s,"Oh, no!! So sorry you're having to go through this hell. I did get my vaccines because I've watched too many family members and patients suffer through it. I hope you get through this quickly.",nursekaren.bsky.social,[],2,0,0,-0.8564
at://did:plc:77q6chmbbk3uowbmauw3z3c7/app.bsky.feed.post/3lbpqtgrrzs2k,That’s what they want. The top 1% will get vaccines and withhold them from the rest.,tblueforever.bsky.social,[],0,0,0,0.2732
at://did:plc:bwgoskushmptgth72o2zgsks/app.bsky.feed.post/3lbpqt7ekac2o,"New thing I’ve learned from the QAnon space. It’s a common part of the mythos that the vaccines have nanobots in them to sever their connection to god (via the pineal gland), give you cancer, and mind control them. 

But many people have taken the vaccine I’m guessing. Are they also under control?",ssd1805.bsky.social,[],0,0,0,-0.2846
at://did:plc:5tj4juymgvguwk2rk6xnrn5i/app.bsky.feed.post/3lbpqshei4c27,My daughter contracted whooping cough (pertussis) between her first two vaccines due to the epidemic in Houston in the late nineties. It has scarred her lungs permanently.,sirole.bsky.social,[],0,0,0,0.0
at://did:plc:7umo3cbjz7fhcost4yqj6jbo/app.bsky.feed.post/3lbpqscm35s2g,"1994 Granola eating hippies:
Vaccines are poison!
Processed food is bad!
Schools indoctrinate our kids!

2024 MAGAts:
Vaccines are poison!
Processed food is bad!
Schools indoctrinate our kids!",lyse.bsky.social,[],3,0,0,-0.9636
at://did:plc:3tdis5wju2zix77pzpyhtc33/app.bsky.feed.post/3lbpqs674g22f,"And many vaccines are not even the disease, protein shells!",geoninja.bsky.social,[],0,0,0,0.0
at://did:plc:obsvtcpiqexs656conymhzwm/app.bsky.feed.post/3lbpqroiu5k2d,"""Canadian teen in Vancouver is infected with several variants of the H5N1 bird flu including one with mutations that make it easier to infect human cells & to replicate more easily in human cells. The H5N1 virus may have evolved within the teenager’s body to cause a severe lung infection days later""",morgandawn.bsky.social,[],5,1,4,-0.4417
at://did:plc:mkuxtldhvud7dembcm3b6hja/app.bsky.feed.post/3lbpqqihabu2m,"Vaccines and Global Health: The Week in Review 
23 Nov 2024 - Issue 776
centerforvaccineethicsandpolicy.net
#vaccines #vaccination #immunization #globalhealth  #humanitarian #zerodosechildren 
Center for Vaccine Ethics & Policy 
GE2P2 Global Foundation   [www.ge2p2.org]",ge2p2global.bsky.social,[],0,0,0,0.0
at://did:plc:vdhvnzworogwynd5w534cl2o/app.bsky.feed.post/3lbpqqeke6s26,I live in a very red state and have always stayed vigilant with educating my patients regarding the facts and importance of vaccines.,jonnaknows.bsky.social,[],0,0,0,0.4939
at://did:plc:lg63qiyzzlry7iqjbw2pmtm7/app.bsky.feed.post/3lbpqiqisw22c,"And vaccines aren't the only aspect of healthcare that he wants to attack despite zero knowledge or expertise.

He thinks that working on a farm will do a better job for my mental health than the medicine I take that has changed me from having crying breakdowns every few weeks from the time I hit...",textilehistory.bsky.social,[],0,0,0,-0.5106
at://did:plc:nix6tsdqbpapv6nf4psog372/app.bsky.feed.post/3lbpqi3losk26,"Exactly. The issue is when you’re in a cult, you don’t know you’re in a cult. The Earth isn’t flat, the moon landing was real, vaccines save lives. They’ll never understand it, so… blocked.",dcgod.com,[],1,0,0,0.2732
at://did:plc:uwzgxpptabkhneawbdwiixkj/app.bsky.feed.post/3lbpqhm7bxs2w,"From what I hear, if you put water in the gas tank, you can:

* Balance the budget and reduce taxes for everyone,
* Prevent viruses without vaccines,
* Reduce the evil empire to gelatin by reading their love letters on tv
* Change the path of a hurricane with a sharpie 

That's what they voted for",mikemasin.com,[],0,0,0,-0.0258
at://did:plc:utff5tvuuh6lwszm3ijfyr7q/app.bsky.feed.post/3lbpqgeqjrc2t,"This was a bad day. Having gained his trust, I lured him into a pet carrier. As soon as I closed the door, he went berserk. I had to do this as I had an appointment at the vet for him. Nuetering and vaccines, also got him chipped. Not a happy cat!",happypickle.bsky.social,[],2,0,0,-0.224
at://did:plc:345gprdgkr5otlcmbgswv5fs/app.bsky.feed.post/3lbpqemuqrs26,"Rfk isn't against vaccines, he is for safe vaccines.",ivotedfortrump.bsky.social,[],0,0,0,0.4404
at://did:plc:7x4ldrroeohfcekl45dyxo2w/app.bsky.feed.post/3lbpqbmczos2l,"#RFK, Jr. does not have the medical credentials to be examining #vaccines or #chronicdisease research. 

If his nomination is not rejected, valuable and life saving medical advances could grind to a halt. 

Some of our country's best medical minds are at the #HHS.

www.newyorker.com/magazine/202...",yaffalyulko.bsky.social,[],1,0,0,0.654
at://did:plc:vbqmcgbxhd5xoxpuh4kjerow/app.bsky.feed.post/3lbpq74x7bk2o,"Those dumb Republicans will be the ones dying because they are too stupid to take the vaccines
They will eliminate themselves",dahchange321.bsky.social,[],2,0,0,-0.7717
at://did:plc:4fjxzsxyk5qxdditmy4il7n2/app.bsky.feed.post/3lbpq5olwgk2y,"Sadly w/o supporting vaccines ,sr citizens on ssi won’t be able to afford  on own .Already caretakers more boomers are by themselves at home taking care of loved ones from dementia.The USA could bear the cost of taking care of them as they are sick from shingles, covid, rsv,and flu ,possibly dying.",soulfulramona.bsky.social,[],0,0,0,0.6705
at://did:plc:whdnyhkdb467nqxvp3rutibz/app.bsky.feed.post/3lbpq525ss22o,"
Democratic Colorado Gov. Jared Polis joins CNN's Dana Bash to explain his support for Robert F. Kennedy Jr being named as President-elect Donald Trump’s pick to lead the Department of Health and Human Service, despite Kennedy's many disproven claims on vaccines and Covid
www.cnn.com/2024/11/22/p...",kvconner.bsky.social,[],1,0,0,0.4019
at://did:plc:jcqcsatdfuuxnv44ahz32sn5/app.bsky.feed.post/3lbpq32s33s2b,"The vaccines aren't effective enough to prevent #LongCovid 
so your trivializing isn't funny

You should update on polybio.org",sourcecontrol.bsky.social,[],0,2,0,-0.6945
at://did:plc:wztenre26jlpmz5up4u2qqu6/app.bsky.feed.post/3lbppww3ihs2o,"Vaccines, the one thing I didn't the shit the bed on - No Bragging! Can't even brag!!  Oh God from the Trump Bible, why is it only the morons that like me!! Some say the dumbest ever!!! Life isn't fair!! God magat!",donaldjackasstrump.bsky.social,[],1,0,0,-0.4843
at://did:plc:dm26e3nyjhla5ex7kajx2is3/app.bsky.feed.post/3lbppvb5nds2b,"Which goes back to the fact that they don’t consider you vaccinated for several weeks to skirt around the explosion in cases right after vaccines, right after boosters. You’re not using your brain. Also, considered vaccinated if not boosted, double boosted etc. I got you every which way here.",patriokrotes.bsky.social,[],0,0,0,-0.4973
at://did:plc:pq6prpzlmteb2nnycjwe7dig/app.bsky.feed.post/3lbppubgf2s2m,That dude was a big fan of vaccines. Operation warp speed was great and saved thousands of lives. It was the one thing I would cheer him for.,begferdeth.bsky.social,[],0,0,0,0.91
at://did:plc:jiy25ert4stuhjnkbaguo34w/app.bsky.feed.post/3lbppqz32o22v,"AtoZ of Live bands...
Alabama Shakes
Blur
Chemical Bos
Daughter
Elbow
Futureheads
Grandaddy
Hall & Oates
Idles
Jamiroquai
Kraftwerk
Lang, Lang 
Mumford & Sons
National, The
Orbital
Pulp
Q
Rag n Bone Man
Slaves / Soft Play
Take fucking That 
Underworld
Vaccines
Weller, Paul
XX
Yeah Yeah Yeahs 
Zutons",hallrich1.bsky.social,[],1,0,0,0.7003
at://did:plc:ma5zzrr2zqcahsfvos2nzkv4/app.bsky.feed.post/3lbppof7ybc24,Well Gardasil can be given up to age 45. Don’t know your age but www.cdc.gov/vaccines/vpd...,cclaremdmph.bsky.social,[],1,0,0,0.1406
at://did:plc:iecsqsukvqq6f74iemdldju3/app.bsky.feed.post/3lbppobx5rk2o,"I always have moderate to severe side effects from the vaccines but the two times we've had Covid I had very mild cases,
thankfully. The shot does a great job protecting!",scottmullin.bsky.social,[],0,0,0,0.8817
at://did:plc:y56q2cuwenxr65usomzu4und/app.bsky.feed.post/3lbppmq7yrs2l,"I support RFK jr 100%.

Remove ultra processed food that is devoid of all nutrients from America just like ALL European nations do, and Canada does also.

Vaccines: my body my choice, just like pro choice folks. 

Mask NEVER worked, scientifically proven. You want to wear one great, strap it on.",sierrahkr.bsky.social,[],2,0,0,0.9022
at://did:plc:xmzjrxuzd656yvacs2pnafpf/app.bsky.feed.post/3lbppmkpmas23,"It’s why they freaked out so much when he took credit for the Covid vaccines. They couldn’t excuse it away as easily. That went for other antivax right wing folks, too.",richburroughs.dev,[],4,0,0,0.4767
at://did:plc:2owoalpla5exdij4nw4czoxl/app.bsky.feed.post/3lbppmeiga222,Kennedy has said that he wants to pull all vaccines from the market for further testing.,limoniana.bsky.social,[],0,0,0,0.0
at://did:plc:iz7kfhib4rg46v5ciloe2eng/app.bsky.feed.post/3lbppm5osec2b,Vaccines have successfully been delivered via mosquito bite newatlas.com/infectious-d... New Atlas,kshrgirl.bsky.social,[],2,0,0,0.4939
at://did:plc:rnkkghul3eg3j232lh6qgc7b/app.bsky.feed.post/3lbppiunitk2a,"""the success of vaccines has also allowed for a modern amnesia about the level of past human suffering. In a world where the ravages of polio or measles are remote, the risks of vaccines—whether imagined, or real but minute—are able to loom much larger in the minds of parents.""",steve4321.bsky.social,[],3,0,0,-0.3818
at://did:plc:rnkkghul3eg3j232lh6qgc7b/app.bsky.feed.post/3lbppilji4c2a,"""the success of vaccines has also allowed for a modern amnesia about the level of past human suffering. In a world where the ravages of polio or measles are remote, the risks of vaccines—whether imagined, or real but minute—are able to loom much larger in the minds of parents.""",steve4321.bsky.social,[],1,0,0,-0.3818
at://did:plc:inoewkw24yd7da6atuj2s53v/app.bsky.feed.post/3lbppi7mfrk2x,"People get the same illness and react differently. Me & my boyfriend never Coved then got the vaccines when released, no issues, still fine today. Is there a chance someone could have an outlying reaction to a vaccine? Yes. It's far far less likely than death or long term symptoms from Covid though.",wontstopreadingsff.bsky.social,[],1,0,0,-0.4654
at://did:plc:yj7zpeyom5d6ak2erlvsi6ro/app.bsky.feed.post/3lbpph6smys2x,"While foreign biowarfare agents and their Republican allies continue to maximize kill, vaccines save millions of lives. Before a vaccine can be approved, it goes through years of testing to show it is safe, effective, and its benefits outweigh the risks.",bryandawsonusa.bsky.social,[],97,0,33,0.7783
at://did:plc:dm26e3nyjhla5ex7kajx2is3/app.bsky.feed.post/3lbppgvhnmk2b,"Being immune stops transmission by default. Vaccines are to create immunity. lol! 

You think the definition of vaccine is “that which is a vaccine” lmfao. Please invest in a brain starter kit.",patriokrotes.bsky.social,[],0,0,0,0.8908
at://did:plc:csjmhsh63krt3n6edblj7ghr/app.bsky.feed.post/3lbppfw33522j,"None of these issues are as simple as you WISH them to be.
Covid vaccines were not - by far - the only variable in who died from covid.
Pertussis vaccines are not very effective - *look that up*!!
Measles outbreaks in the US usually happen in ""fully vaccinated"" populations.",nmhome.bsky.social,[],0,0,0,-0.5457
at://did:plc:kxmt6cwe2ds467npdicos36c/app.bsky.feed.post/3lbppeh54n22n,"RFK Jr fails to ban vaccines and Dr Oz fails to ban abortions because they disagree with each other, but they succeed in banning known harmful chemicals like Yellow 40.

Is all this gonna happen? Very very VERY unlikely. But it's technically possible, unlike some of the other things on here.",10nates.bsky.social,[],0,0,0,0.09
